StudentID,Gender,StudyHours,PreviousScores,Participation,Performance
866,Male,1,53,Medium,Fail
867,Male,9,46,Low,Pass
868,Female,1,76,Low,Fail
869,Male,8,100,Medium,Pass
870,Female,2,61,Low,Fail
871,Male,8,44,High,Pass
872,Female,3,94,Low,Pass
873,Female,6,41,Medium,Fail
874,Male,3,66,Medium,Fail
875,Female,7,60,Low,Pass
876,Male,10,93,Low,Pass
877,Female,9,77,Medium,Pass
878,Female,2,54,Medium,Fail
879,Male,5,60,Medium,Pass
880,Male,6,49,Medium,Pass
881,Male,4,62,Medium,Pass
882,Female,4,97,Low,Pass
883,Male,4,95,Medium,Pass
884,Female,2,78,High,Pass
885,Female,4,44,Medium,Fail
886,Male,1,40,Medium,Fail
887,Male,6,52,Medium,Pass
888,Female,1,60,High,Fail
889,Female,10,65,High,Pass
890,Male,6,89,Medium,Pass
891,Male,1,84,High,Pass
892,Male,6,60,Low,Pass
893,Male,10,92,Low,Pass
894,Male,8,57,High,Pass
895,Female,2,76,High,Pass
896,Female,2,84,Low,Fail
897,Female,4,71,Low,Fail
898,Female,3,75,Low,Fail
899,Male,4,56,Low,Fail
900,Male,7,74,High,Pass
901,Male,1,88,Medium,Pass
902,Female,6,99,Medium,Pass
903,Female,3,50,Medium,Fail
904,Male,10,60,Low,Pass
905,Male,7,91,Low,Pass
906,Female,10,94,Medium,Pass
907,Female,2,92,High,Pass
908,Male,2,65,High,Pass
909,Male,4,43,Low,Fail
910,Female,1,73,High,Pass
911,Male,3,91,High,Pass
912,Male,9,87,High,Pass
913,Male,7,99,Medium,Pass
914,Female,7,57,Medium,Pass
915,Female,4,79,Medium,Pass
916,Female,2,74,Low,Fail
917,Female,4,80,Low,Pass
918,Female,6,68,Low,Pass
919,Female,3,91,Medium,Pass
920,Female,1,68,High,Fail
921,Male,8,77,Medium,Pass
922,Male,5,81,Low,Pass
923,Male,5,60,High,Pass
924,Male,4,81,High,Pass
925,Male,6,52,High,Pass
926,Male,3,88,High,Pass
927,Male,9,80,Medium,Pass
928,Female,5,56,High,Pass
929,Female,3,95,Low,Pass
930,Male,1,48,Medium,Fail
931,Male,10,80,Low,Pass
932,Female,6,40,Low,Fail
933,Male,2,41,Low,Fail
934,Male,3,99,Medium,Pass
935,Female,1,87,High,Pass
936,Male,9,68,Medium,Pass
937,Female,8,72,Low,Pass
938,Male,2,49,High,Fail
939,Female,8,89,Medium,Pass
940,Female,9,97,Medium,Pass
941,Female,1,99,Medium,Pass
942,Male,5,79,Low,Pass
943,Female,8,60,Medium,Pass
944,Male,2,67,High,Pass
945,Male,4,50,Low,Fail
946,Male,7,94,Medium,Pass
947,Male,3,73,High,Pass
948,Female,5,47,High,Pass
949,Female,8,98,Low,Pass
950,Male,10,61,Low,Pass
951,Male,3,47,Low,Fail
952,Female,4,88,Medium,Pass
953,Male,9,54,Medium,Pass
954,Female,7,56,Low,Pass
955,Male,1,99,High,Pass
956,Male,4,62,Medium,Pass
957,Female,4,63,Low,Fail
958,Male,9,84,Medium,Pass
959,Female,6,58,Medium,Pass
960,Male,9,44,Low,Pass
961,Male,6,71,Low,Pass
962,Male,6,83,High,Pass
963,Female,5,40,Medium,Fail
964,Male,5,62,Medium,Pass
965,Male,2,76,Medium,Pass
966,Male,8,47,Low,Pass
967,Male,8,52,Low,Pass
968,Female,1,47,Medium,Fail
969,Female,8,96,Low,Pass
970,Male,5,62,Low,Fail
971,Female,2,82,High,Pass
972,Male,2,40,High,Fail
973,Male,6,84,High,Pass
974,Male,9,90,High,Pass
975,Female,1,63,Low,Fail
976,Female,6,74,High,Pass
977,Female,9,63,Low,Pass
978,Female,8,56,High,Pass
979,Female,6,44,High,Pass
980,Female,3,59,High,Pass
981,Female,8,60,High,Pass
982,Female,9,79,Medium,Pass
983,Female,1,97,Low,Pass
984,Male,9,70,Medium,Pass
985,Female,6,85,Medium,Pass
986,Female,6,75,Low,Pass
987,Female,4,50,Medium,Fail
988,Female,1,91,High,Pass
989,Female,10,54,Low,Pass
990,Female,8,58,High,Pass
991,Female,2,46,High,Fail
992,Female,1,90,High,Pass
993,Female,2,67,High,Pass
994,Female,1,90,Medium,Pass
995,Female,1,82,High,Pass
996,Male,9,97,High,Pass
997,Male,1,44,Low,Fail
998,Female,4,44,Medium,Fail
999,Female,10,69,High,Pass
1000,Male,6,93,Low,Pass
